FIPS,Center_X,Center_Y
Kane__IL,0.0,0.0
DuPage__IL,0.0,0.0
Cook__IL,0.0,0.0
Lake__IL,0.0,0.0
McHenry__IL,0.0,0.0
Boone__IL,0.0,0.0
Winnebago__IL,0.0,0.0
Stephenson__IL,0.0,0.0
Jo_Daviess__IL,0.0,0.0
Porter__IN,0.0,0.0
Lake__IN,0.0,0.0
Perry__IN,0.0,0.0
Spencer__IN,0.0,0.0
Warrick__IN,0.0,0.0
Vanderburgh__IN,0.0,0.0
Posey__IN,0.0,0.0
Gibson__IN,0.0,0.0
Pike__IN,0.0,0.0
Dubois__IN,0.0,0.0
Crawford__IN,0.0,0.0
Harrison__IN,0.0,0.0
Floyd__IN,0.0,0.0
Clark__IN,0.0,0.0
Ohio__IN,0.0,0.0
Switzerland__IN,0.0,0.0
Jefferson__IN,0.0,0.0
Scott__IN,0.0,0.0
Washington__IN,0.0,0.0
Orange__IN,0.0,0.0
Martin__IN,0.0,0.0
Daviess__IN,0.0,0.0
Knox__IN,0.0,0.0
Sullivan__IN,0.0,0.0
Greene__IN,0.0,0.0
Lawrence__IN,0.0,0.0
Jackson__IN,0.0,0.0
Jennings__IN,0.0,0.0
Ripley__IN,0.0,0.0
Dearborn__IN,0.0,0.0
Franklin__IN,0.0,0.0
Decatur__IN,0.0,0.0
Bartholomew__IN,0.0,0.0
Brown__IN,0.0,0.0
Monroe__IN,0.0,0.0
Owen__IN,0.0,0.0
Clay__IN,0.0,0.0
Vigo__IN,0.0,0.0
Vermillion__IN,0.0,0.0
Parke__IN,0.0,0.0
Putnam__IN,0.0,0.0
Morgan__IN,0.0,0.0
Johnson__IN,0.0,0.0
Shelby__IN,0.0,0.0
Rush__IN,0.0,0.0
Fayette__IN,0.0,0.0
Union__IN,0.0,0.0
Wayne__IN,0.0,0.0
Henry__IN,0.0,0.0
Hancock__IN,0.0,0.0
Marion__IN,0.0,0.0
Hendricks__IN,0.0,0.0
Boone__IN,0.0,0.0
Hamilton__IN,0.0,0.0
Randolph__IN,0.0,0.0
Delaware__IN,0.0,0.0
Madison__IN,0.0,0.0
Tipton__IN,0.0,0.0
Clinton__IN,0.0,0.0
Montgomery__IN,0.0,0.0
Fountain__IN,0.0,0.0
Jay__IN,0.0,0.0
Blackford__IN,0.0,0.0
Grant__IN,0.0,0.0
Howard__IN,0.0,0.0
Carroll__IN,0.0,0.0
Tippecanoe__IN,0.0,0.0
Warren__IN,0.0,0.0
Benton__IN,0.0,0.0
Adams__IN,0.0,0.0
Wells__IN,0.0,0.0
Huntington__IN,0.0,0.0
Wabash__IN,0.0,0.0
Miami__IN,0.0,0.0
Cass__IN,0.0,0.0
White__IN,0.0,0.0
Allen__IN,0.0,0.0
Whitley__IN,0.0,0.0
Fulton__IN,0.0,0.0
Pulaski__IN,0.0,0.0
DeKalb__IN,0.0,0.0
Noble__IN,0.0,0.0
Kosciusko__IN,0.0,0.0
Marshall__IN,0.0,0.0
Starke__IN,0.0,0.0
Jasper__IN,0.0,0.0
Newton__IN,0.0,0.0
Steuben__IN,0.0,0.0
LaGrange__IN,0.0,0.0
Elkhart__IN,0.0,0.0
St._Joseph__IN,0.0,0.0
LaPorte__IN,0.0,0.0
Doniphan__KS,0.0,0.0
Brown__KS,0.0,0.0
Stanton__KS,0.0,0.0
Morton__KS,0.0,0.0
Stevens__KS,0.0,0.0
Grant__KS,0.0,0.0
Haskell__KS,0.0,0.0
Seward__KS,0.0,0.0
Meade__KS,0.0,0.0
Gray__KS,0.0,0.0
Ford__KS,0.0,0.0
Clark__KS,0.0,0.0
Comanche__KS,0.0,0.0
Kiowa__KS,0.0,0.0
Edwards__KS,0.0,0.0
Pratt__KS,0.0,0.0
Barber__KS,0.0,0.0
Harper__KS,0.0,0.0
Kingman__KS,0.0,0.0
Reno__KS,0.0,0.0
Harvey__KS,0.0,0.0
Sedgwick__KS,0.0,0.0
Sumner__KS,0.0,0.0
Cowley__KS,0.0,0.0
Butler__KS,0.0,0.0
Chautauqua__KS,0.0,0.0
Elk__KS,0.0,0.0
Greenwood__KS,0.0,0.0
Montgomery__KS,0.0,0.0
Wilson__KS,0.0,0.0
Woodson__KS,0.0,0.0
Labette__KS,0.0,0.0
Neosho__KS,0.0,0.0
Allen__KS,0.0,0.0
Cherokee__KS,0.0,0.0
Crawford__KS,0.0,0.0
Bourbon__KS,0.0,0.0
Hamilton__KS,0.0,0.0
Greeley__KS,0.0,0.0
Wallace__KS,0.0,0.0
Sherman__KS,0.0,0.0
Cheyenne__KS,0.0,0.0
Stafford__KS,0.0,0.0
Kearny__KS,0.0,0.0
Finney__KS,0.0,0.0
Hodgeman__KS,0.0,0.0
Pawnee__KS,0.0,0.0
Coffey__KS,0.0,0.0
Anderson__KS,0.0,0.0
Linn__KS,0.0,0.0
Miami__KS,0.0,0.0
Franklin__KS,0.0,0.0
Osage__KS,0.0,0.0
Lyon__KS,0.0,0.0
Chase__KS,0.0,0.0
Morris__KS,0.0,0.0
Marion__KS,0.0,0.0
McPherson__KS,0.0,0.0
Rice__KS,0.0,0.0
Saline__KS,0.0,0.0
Ellsworth__KS,0.0,0.0
Barton__KS,0.0,0.0
Rush__KS,0.0,0.0
Ness__KS,0.0,0.0
Lane__KS,0.0,0.0
Scott__KS,0.0,0.0
Wichita__KS,0.0,0.0
Logan__KS,0.0,0.0
Gove__KS,0.0,0.0
Trego__KS,0.0,0.0
Ellis__KS,0.0,0.0
Russell__KS,0.0,0.0
Lincoln__KS,0.0,0.0
Ottawa__KS,0.0,0.0
Dickinson__KS,0.0,0.0
Geary__KS,0.0,0.0
Wabaunsee__KS,0.0,0.0
Shawnee__KS,0.0,0.0
Douglas__KS,0.0,0.0
Johnson__KS,0.0,0.0
Wyandotte__KS,0.0,0.0
Leavenworth__KS,0.0,0.0
Jefferson__KS,0.0,0.0
Atchison__KS,0.0,0.0
Jackson__KS,0.0,0.0
Pottawatomie__KS,0.0,0.0
Riley__KS,0.0,0.0
Clay__KS,0.0,0.0
Cloud__KS,0.0,0.0
Mitchell__KS,0.0,0.0
Osborne__KS,0.0,0.0
Rooks__KS,0.0,0.0
Graham__KS,0.0,0.0
Sheridan__KS,0.0,0.0
Thomas__KS,0.0,0.0
Rawlins__KS,0.0,0.0
Decatur__KS,0.0,0.0
Phillips__KS,0.0,0.0
Norton__KS,0.0,0.0
Smith__KS,0.0,0.0
Jewell__KS,0.0,0.0
Republic__KS,0.0,0.0
Washington__KS,0.0,0.0
Marshall__KS,0.0,0.0
Nemaha__KS,0.0,0.0
Hickman__KY,0.0,0.0
Fulton__KY,0.0,0.0
Bell__KY,0.0,0.0
Knox__KY,0.0,0.0
Whitley__KY,0.0,0.0
Laurel__KY,0.0,0.0
Clay__KY,0.0,0.0
Leslie__KY,0.0,0.0
Harlan__KY,0.0,0.0
Letcher__KY,0.0,0.0
Knott__KY,0.0,0.0
Perry__KY,0.0,0.0
Owsley__KY,0.0,0.0
Jackson__KY,0.0,0.0
Estill__KY,0.0,0.0
Lee__KY,0.0,0.0
Breathitt__KY,0.0,0.0
Floyd__KY,0.0,0.0
Johnson__KY,0.0,0.0
Magoffin__KY,0.0,0.0
Wolfe__KY,0.0,0.0
Powell__KY,0.0,0.0
Clark__KY,0.0,0.0
Montgomery__KY,0.0,0.0
Menifee__KY,0.0,0.0
Morgan__KY,0.0,0.0
Elliott__KY,0.0,0.0
Rowan__KY,0.0,0.0
Bath__KY,0.0,0.0
Nicholas__KY,0.0,0.0
Fleming__KY,0.0,0.0
Robertson__KY,0.0,0.0
Bracken__KY,0.0,0.0
Mason__KY,0.0,0.0
Lewis__KY,0.0,0.0
Boyd__KY,0.0,0.0
Greenup__KY,0.0,0.0
Carter__KY,0.0,0.0
Lawrence__KY,0.0,0.0
Martin__KY,0.0,0.0
Pike__KY,0.0,0.0
Harrison__KY,0.0,0.0
Bourbon__KY,0.0,0.0
Madison__KY,0.0,0.0
Rockcastle__KY,0.0,0.0
McCreary__KY,0.0,0.0
Lincoln__KY,0.0,0.0
Garrard__KY,0.0,0.0
Jessamine__KY,0.0,0.0
Fayette__KY,0.0,0.0
Woodford__KY,0.0,0.0
Scott__KY,0.0,0.0
Franklin__KY,0.0,0.0
Anderson__KY,0.0,0.0
Mercer__KY,0.0,0.0
Boyle__KY,0.0,0.0
Casey__KY,0.0,0.0
Pulaski__KY,0.0,0.0
Wayne__KY,0.0,0.0
Russell__KY,0.0,0.0
Clinton__KY,0.0,0.0
Cumberland__KY,0.0,0.0
Adair__KY,0.0,0.0
Taylor__KY,0.0,0.0
Marion__KY,0.0,0.0
Washington__KY,0.0,0.0
Spencer__KY,0.0,0.0
Shelby__KY,0.0,0.0
Henry__KY,0.0,0.0
Owen__KY,0.0,0.0
Grant__KY,0.0,0.0
Pendleton__KY,0.0,0.0
Campbell__KY,0.0,0.0
Kenton__KY,0.0,0.0
Boone__KY,0.0,0.0
Gallatin__KY,0.0,0.0
Carroll__KY,0.0,0.0
Trimble__KY,0.0,0.0
Oldham__KY,0.0,0.0
Jefferson__KY,0.0,0.0
Bullitt__KY,0.0,0.0
Nelson__KY,0.0,0.0
Larue__KY,0.0,0.0
Green__KY,0.0,0.0
Metcalfe__KY,0.0,0.0
Monroe__KY,0.0,0.0
Simpson__KY,0.0,0.0
Allen__KY,0.0,0.0
Barren__KY,0.0,0.0
Hart__KY,0.0,0.0
Hardin__KY,0.0,0.0
Meade__KY,0.0,0.0
Hancock__KY,0.0,0.0
Breckinridge__KY,0.0,0.0
Grayson__KY,0.0,0.0
Edmonson__KY,0.0,0.0
Warren__KY,0.0,0.0
Butler__KY,0.0,0.0
Logan__KY,0.0,0.0
Todd__KY,0.0,0.0
Muhlenberg__KY,0.0,0.0
Ohio__KY,0.0,0.0
Daviess__KY,0.0,0.0
McLean__KY,0.0,0.0
Hopkins__KY,0.0,0.0
Christian__KY,0.0,0.0
Trigg__KY,0.0,0.0
Lyon__KY,0.0,0.0
Caldwell__KY,0.0,0.0
Webster__KY,0.0,0.0
Henderson__KY,0.0,0.0
Union__KY,0.0,0.0
Crittenden__KY,0.0,0.0
Livingston__KY,0.0,0.0
Calloway__KY,0.0,0.0
Marshall__KY,0.0,0.0
Graves__KY,0.0,0.0
McCracken__KY,0.0,0.0
Carlisle__KY,0.0,0.0
Ballard__KY,0.0,0.0
St._Tammany__LA,0.0,0.0
Washington__LA,0.0,0.0
Red_River__LA,0.0,0.0
Bienville__LA,0.0,0.0
Lincoln__LA,0.0,0.0
Jackson__LA,0.0,0.0
Winn__LA,0.0,0.0
Caldwell__LA,0.0,0.0
Ouachita__LA,0.0,0.0
Richland__LA,0.0,0.0
Franklin__LA,0.0,0.0
Tensas__LA,0.0,0.0
Madison__LA,0.0,0.0
East_Carroll__LA,0.0,0.0
West_Carroll__LA,0.0,0.0
Morehouse__LA,0.0,0.0
Union__LA,0.0,0.0
Claiborne__LA,0.0,0.0
Webster__LA,0.0,0.0
Bossier__LA,0.0,0.0
Caddo__LA,0.0,0.0
De_Soto__LA,0.0,0.0
Sabine__LA,0.0,0.0
Natchitoches__LA,0.0,0.0
Grant__LA,0.0,0.0
La_Salle__LA,0.0,0.0
Catahoula__LA,0.0,0.0
Concordia__LA,0.0,0.0
Avoyelles__LA,0.0,0.0
Rapides__LA,0.0,0.0
Vernon__LA,0.0,0.0
Evangeline__LA,0.0,0.0
Allen__LA,0.0,0.0
Beauregard__LA,0.0,0.0
Jefferson_Davis__LA,0.0,0.0
Calcasieu__LA,0.0,0.0
Cameron__LA,0.0,0.0
Acadia__LA,0.0,0.0
St._Landry__LA,0.0,0.0
Pointe_Coupee__LA,0.0,0.0
West_Baton_Rouge__LA,0.0,0.0
Lafayette__LA,0.0,0.0
Vermilion__LA,0.0,0.0
Iberia__LA,0.0,0.0
Iberville__LA,0.0,0.0
Assumption__LA,0.0,0.0
St._Martin__LA,0.0,0.0
St._Mary__LA,0.0,0.0
Terrebonne__LA,0.0,0.0
Lafourche__LA,0.0,0.0
St._James__LA,0.0,0.0
Ascension__LA,0.0,0.0
East_Baton_Rouge__LA,0.0,0.0
East_Feliciana__LA,0.0,0.0
St._Helena__LA,0.0,0.0
Livingston__LA,0.0,0.0
St._John_the_Baptist__LA,0.0,0.0
St._Charles__LA,0.0,0.0
Tangipahoa__LA,0.0,0.0
Orleans__LA,0.0,0.0
St._Bernard__LA,0.0,0.0
Plaquemines__LA,0.0,0.0
West_Feliciana__LA,0.0,0.0
Jefferson__LA,0.0,0.0
Worcester__MA,0.0,0.0
Middlesex__MA,0.0,0.0
Nantucket__MA,0.0,0.0
Barnstable__MA,0.0,0.0
Suffolk__MA,0.0,0.0
Bristol__MA,0.0,0.0
Plymouth__MA,0.0,0.0
Norfolk__MA,0.0,0.0
Essex__MA,0.0,0.0
Hampden__MA,0.0,0.0
Hampshire__MA,0.0,0.0
Berkshire__MA,0.0,0.0
Franklin__MA,0.0,0.0
Dukes__MA,0.0,0.0
Allegany__MD,0.0,0.0
Garrett__MD,0.0,0.0
St._Mary_s__MD,0.0,0.0
Charles__MD,0.0,0.0
Worcester__MD,0.0,0.0
Wicomico__MD,0.0,0.0
Washington__MD,0.0,0.0
Calvert__MD,0.0,0.0
Talbot__MD,0.0,0.0
Caroline__MD,0.0,0.0
Kent__MD,0.0,0.0
Baltimore_City__MD,0.0,0.0
Prince_George_s__MD,0.0,0.0
Anne_Arundel__MD,0.0,0.0
Howard__MD,0.0,0.0
Montgomery__MD,0.0,0.0
Queen_Anne_s__MD,0.0,0.0
Cecil__MD,0.0,0.0
Harford__MD,0.0,0.0
Baltimore_County__MD,0.0,0.0
Carroll__MD,0.0,0.0
Frederick__MD,0.0,0.0
Somereset__MD,0.0,0.0
Dorchester__MD,0.0,0.0
Aroostook__ME,0.0,0.0
Piscataquis__ME,0.0,0.0
Knox__ME,0.0,0.0
Lincoln__ME,0.0,0.0
Sagadahoc__ME,0.0,0.0
Cumberland__ME,0.0,0.0
York__ME,0.0,0.0
Androscoggin__ME,0.0,0.0
Oxford__ME,0.0,0.0
Kennebec__ME,0.0,0.0
Waldo__ME,0.0,0.0
Hancock__ME,0.0,0.0
Washington__ME,0.0,0.0
Penobscot__ME,0.0,0.0
Franklin__ME,0.0,0.0
Somerset__ME,0.0,0.0
Gogebic__MI,0.0,0.0
Ontonagon__MI,0.0,0.0
Monroe__MI,0.0,0.0
Lenawee__MI,0.0,0.0
Hillsdale__MI,0.0,0.0
Branch__MI,0.0,0.0
St._Joseph__MI,0.0,0.0
Cass__MI,0.0,0.0
Berrien__MI,0.0,0.0
Wayne__MI,0.0,0.0
Washtenaw__MI,0.0,0.0
Jackson__MI,0.0,0.0
Calhoun__MI,0.0,0.0
Kalamazoo__MI,0.0,0.0
Van_Buren__MI,0.0,0.0
Allegan__MI,0.0,0.0
Barry__MI,0.0,0.0
Eaton__MI,0.0,0.0
Ingham__MI,0.0,0.0
Livingston__MI,0.0,0.0
Oakland__MI,0.0,0.0
Macomb__MI,0.0,0.0
St._Clair__MI,0.0,0.0
Lapeer__MI,0.0,0.0
Genesee__MI,0.0,0.0
Shiawassee__MI,0.0,0.0
Clinton__MI,0.0,0.0
Ionia__MI,0.0,0.0
Ottawa__MI,0.0,0.0
Muskegon__MI,0.0,0.0
Kent__MI,0.0,0.0
Montcalm__MI,0.0,0.0
Gratiot__MI,0.0,0.0
Saginaw__MI,0.0,0.0
Sanilac__MI,0.0,0.0
Tuscola__MI,0.0,0.0
Huron__MI,0.0,0.0
Bay__MI,0.0,0.0
Midland__MI,0.0,0.0
Isabella__MI,0.0,0.0
Mecosta__MI,0.0,0.0
Newaygo__MI,0.0,0.0
Oceana__MI,0.0,0.0
Arenac__MI,0.0,0.0
Gladwin__MI,0.0,0.0
Clare__MI,0.0,0.0
Osceola__MI,0.0,0.0
Lake__MI,0.0,0.0
Mason__MI,0.0,0.0
Iosco__MI,0.0,0.0
Ogemaw__MI,0.0,0.0
Roscommon__MI,0.0,0.0
Missaukee__MI,0.0,0.0
Wexford__MI,0.0,0.0
Manistee__MI,0.0,0.0
Alcona__MI,0.0,0.0
Oscoda__MI,0.0,0.0
Crawford__MI,0.0,0.0
Kalkaska__MI,0.0,0.0
Grand_Treverse__MI,0.0,0.0
Benzie__MI,0.0,0.0
Leelanau__MI,0.0,0.0
Alpena__MI,0.0,0.0
Montmorency__MI,0.0,0.0
Otsego__MI,0.0,0.0
Antrim__MI,0.0,0.0
Charlevoix__MI,0.0,0.0
Presque_Isle__MI,0.0,0.0
Cheboygan__MI,0.0,0.0
Emmet__MI,0.0,0.0
Mackinac__MI,0.0,0.0
Chippewa__MI,0.0,0.0
Luce__MI,0.0,0.0
Schoolcraft__MI,0.0,0.0
Alger__MI,0.0,0.0
Delta__MI,0.0,0.0
Menominee__MI,0.0,0.0
Dickinson__MI,0.0,0.0
Marquette__MI,0.0,0.0
Iron__MI,0.0,0.0
Keweenaw__MI,0.0,0.0
Houghton__MI,0.0,0.0
Baraga__MI,0.0,0.0
Houston__MN,0.0,0.0
Fillmore__MN,0.0,0.0
Koochiching__MN,0.0,0.0
Lake_of_the_Woods__MN,0.0,0.0
Roseau__MN,0.0,0.0
Kittson__MN,0.0,0.0
Red_Lake__MN,0.0,0.0
Pennington__MN,0.0,0.0
Marshall__MN,0.0,0.0
Polk__MN,0.0,0.0
Norman__MN,0.0,0.0
Mahnomen__MN,0.0,0.0
Clearwater__MN,0.0,0.0
Beltrami__MN,0.0,0.0
Cook__MN,0.0,0.0
Lake__MN,0.0,0.0
Itasca__MN,0.0,0.0
Hubbard__MN,0.0,0.0
Cass__MN,0.0,0.0
Wadena__MN,0.0,0.0
Becker__MN,0.0,0.0
Clay__MN,0.0,0.0
Wilkin__MN,0.0,0.0
Otter_Tail__MN,0.0,0.0
St._Louis__MN,0.0,0.0
Carlton__MN,0.0,0.0
Pine__MN,0.0,0.0
Kanabec__MN,0.0,0.0
Aitkin__MN,0.0,0.0
Crow_Wing__MN,0.0,0.0
Morrison__MN,0.0,0.0
Todd__MN,0.0,0.0
Douglas__MN,0.0,0.0
Grant__MN,0.0,0.0
Traverse__MN,0.0,0.0
Big_Stone__MN,0.0,0.0
Swift__MN,0.0,0.0
Stevens__MN,0.0,0.0
Pope__MN,0.0,0.0
Stearns__MN,0.0,0.0
Benton__MN,0.0,0.0
Mille_Lacs__MN,0.0,0.0
Isanti__MN,0.0,0.0
Chisago__MN,0.0,0.0
Ramsey__MN,0.0,0.0
Anoka__MN,0.0,0.0
Sherburne__MN,0.0,0.0
Wright__MN,0.0,0.0
Meeker__MN,0.0,0.0
Kandiyohi__MN,0.0,0.0
Chippewa__MN,0.0,0.0
Washington__MN,0.0,0.0
Dakota__MN,0.0,0.0
Hennepin__MN,0.0,0.0
Scott__MN,0.0,0.0
Carver__MN,0.0,0.0
McLeod__MN,0.0,0.0
Sibley__MN,0.0,0.0
Renville__MN,0.0,0.0
Lac_qui_Parle__MN,0.0,0.0
Yellow_Medicine__MN,0.0,0.0
Lincoln__MN,0.0,0.0
Lyon__MN,0.0,0.0
Redwood__MN,0.0,0.0
Brown__MN,0.0,0.0
Nicollet__MN,0.0,0.0
Le_Sueur__MN,0.0,0.0
Rice__MN,0.0,0.0
Goodhue__MN,0.0,0.0
Wabasha__MN,0.0,0.0
Winona__MN,0.0,0.0
Olmsted__MN,0.0,0.0
Dodge__MN,0.0,0.0
Steele__MN,0.0,0.0
Waseca__MN,0.0,0.0
Blue_Earth__MN,0.0,0.0
Watonwan__MN,0.0,0.0
Cottonwood__MN,0.0,0.0
Murray__MN,0.0,0.0
Pipestone__MN,0.0,0.0
Rock__MN,0.0,0.0
Nobles__MN,0.0,0.0
Jackson__MN,0.0,0.0
Martin__MN,0.0,0.0
Faribault__MN,0.0,0.0
Freeborn__MN,0.0,0.0
Mower__MN,0.0,0.0
New_Madrid__MO,0.0,0.0
Pemiscot__MO,0.0,0.0
Atchison__MO,0.0,0.0
Holt__MO,0.0,0.0
Platte__MO,0.0,0.0
Buchanan__MO,0.0,0.0
Andrew__MO,0.0,0.0
Nodaway__MO,0.0,0.0
Worth__NO,0.0,0.0
Gentry__MO,0.0,0.0
DeKalb__MO,0.0,0.0
Clinton__MO,0.0,0.0
Clay__MO,0.0,0.0
Caldwell__MO,0.0,0.0
Daviess__MO,0.0,0.0
Harrison__MO,0.0,0.0
Mercer__MO,0.0,0.0
Grundy__MO,0.0,0.0
Livingston__MO,0.0,0.0
Carroll__MO,0.0,0.0
Ray__MO,0.0,0.0
Lafayette__MO,0.0,0.0
Jackson__MO,0.0,0.0
Johnson__MO,0.0,0.0
Henry__MO,0.0,0.0
Cass__MO,0.0,0.0
St._Clair__MO,0.0,0.0
Bates__MO,0.0,0.0
Cedar__MO,0.0,0.0
Vernon__MO,0.0,0.0
Dade__MO,0.0,0.0
Barton__MO,0.0,0.0
Jasper__MO,0.0,0.0
Newton__MO,0.0,0.0
McDonald__MO,0.0,0.0
Lawrence__MO,0.0,0.0
Barry__MO,0.0,0.0
Polk__MO,0.0,0.0
Stone__MO,0.0,0.0
Greene__MO,0.0,0.0
Taney__MO,0.0,0.0
Christian__MO,0.0,0.0
Webster__MO,0.0,0.0
Dallas__MO,0.0,0.0
Hickory__MO,0.0,0.0
Benton__MO,0.0,0.0
Pettis__MO,0.0,0.0
Saline__MO,0.0,0.0
Chariton__MO,0.0,0.0
Linn__MO,0.0,0.0
Sullivan__MO,0.0,0.0
Putnam__MO,0.0,0.0
Schuyler__MO,0.0,0.0
Adair__MO,0.0,0.0
Macon__MO,0.0,0.0
Randolph__MO,0.0,0.0
Howard__MO,0.0,0.0
Cooper__MO,0.0,0.0
Boone__MO,0.0,0.0
Cole__MO,0.0,0.0
Moniteau__MO,0.0,0.0
Morgan__MO,0.0,0.0
Miller__MO,0.0,0.0
Camden__MO,0.0,0.0
Pulaski__MO,0.0,0.0
Laclede__MO,0.0,0.0
Wright__MO,0.0,0.0
Douglas__MO,0.0,0.0
Ozark__MO,0.0,0.0
Howell__MO,0.0,0.0
Texas__MO,0.0,0.0
Phelps__MO,0.0,0.0
Maries__MO,0.0,0.0
Osage__MO,0.0,0.0
Callaway__MO,0.0,0.0
Monroe__MO,0.0,0.0
Shelby__MO,0.0,0.0
Knox__MO,0.0,0.0
Scotland__MO,0.0,0.0
Clark__MO,0.0,0.0
Lewis__MO,0.0,0.0
Marion__MO,0.0,0.0
Ralls__MO,0.0,0.0
Audrain__MO,0.0,0.0
Montgomery__MO,0.0,0.0
Pike__MO,0.0,0.0
Lincoln__MO,0.0,0.0
Warren__MO,0.0,0.0
Gasconage__MO,0.0,0.0
Crawford__MO,0.0,0.0
Dent__MO,0.0,0.0
Shannon__MO,0.0,0.0
Oregon__MO,0.0,0.0
Ripley__MO,0.0,0.0
Carter__MO,0.0,0.0
Reynolds__MO,0.0,0.0
Iron__MO,0.0,0.0
Washington__MO,0.0,0.0
Franklin__MO,0.0,0.0
St._Louis__MO,0.0,0.0
St._Charles__MO,0.0,0.0
St._Louis_Co.__MO,0.0,0.0
Jefferson__MO,0.0,0.0
St._Francois__MO,0.0,0.0
Sainte_Genevieve__MO,0.0,0.0
Madison__MO,0.0,0.0
Wayne__MO,0.0,0.0
Butler__MO,0.0,0.0
Dunklin__MO,0.0,0.0
Stoddard__MO,0.0,0.0
Bollinger__MO,0.0,0.0
Perry__MO,0.0,0.0
Cape_Girardeau__MO,0.0,0.0
Scott__MO,0.0,0.0
Mississippi__MO,0.0,0.0
Harrison__MS,0.0,0.0
Jackson__MS,0.0,0.0
Grenada__MS,0.0,0.0
Yalobusha__MS,0.0,0.0
Clay__MS,0.0,0.0
Webster__MS,0.0,0.0
Chickasaw__MS,0.0,0.0
Calhoun__MS,0.0,0.0
Pontotoc__MS,0.0,0.0
Lee__MS,0.0,0.0
Union__MS,0.0,0.0
Lafayette__MS,0.0,0.0
Tate__MS,0.0,0.0
Panola__MS,0.0,0.0
Quitman__MS,0.0,0.0
Tallahatchie__MS,0.0,0.0
Leflore__MS,0.0,0.0
Sunflower__MS,0.0,0.0
Humphreys__MS,0.0,0.0
Holmes__MS,0.0,0.0
Carroll__MS,0.0,0.0
Montgomery__MS,0.0,0.0
Choctaw__MS,0.0,0.0
Oktibbeha__MS,0.0,0.0
Lowndes__MS,0.0,0.0
Monroe__MS,0.0,0.0
Itawamba__MS,0.0,0.0
Prentiss__MS,0.0,0.0
Tishomingo__MS,0.0,0.0
Alcorn__MS,0.0,0.0
Tippah__MS,0.0,0.0
Benton__MS,0.0,0.0
Marshall__MS,0.0,0.0
DeSoto__MS,0.0,0.0
Tunica__MS,0.0,0.0
Coahoma__MS,0.0,0.0
Bolivar__MS,0.0,0.0
Washington__MS,0.0,0.0
Sharkey__MS,0.0,0.0
Issaquena__MS,0.0,0.0
Yazoo__MS,0.0,0.0
Attala__MS,0.0,0.0
Winston__MS,0.0,0.0
Noxubee__MS,0.0,0.0
Kemper__MS,0.0,0.0
Neshoba__MS,0.0,0.0
Leake__MS,0.0,0.0
Madison__MS,0.0,0.0
Rankin__MS,0.0,0.0
Hinds__MS,0.0,0.0
Warren__MS,0.0,0.0
Jefferson__MS,0.0,0.0
Claiborne__MS,0.0,0.0
Copiah__MS,0.0,0.0
